Country,Region,Year,Life,GDP
Indonesia,East Asia & Pacific,2002,66.6082439,900
"Iran, Islamic Rep.",Middle East & North Africa,2002,70.89843902,1892
Iraq,Middle East & North Africa,2002,68.94202439, .. 
Ireland,Europe & Central Asia,2002,77.63414634,32539
Israel,Middle East & North Africa,2002,79.45121951,18431
Italy,Europe & Central Asia,2002,80.22926829,22197
Jamaica,Latin America & Caribbean,2002,72.67502439,3596
Japan,East Asia & Pacific,2002,81.56341463,32289
Jordan,Middle East & North Africa,2002,72.1324878,1812
Kazakhstan,Europe & Central Asia,2002,65.96829268,1658
Kenya,Sub-Saharan Africa,2002,51.15965854,396
Kiribati,East Asia & Pacific,2002,64.36441463,827
"Korea, Dem. People’s Rep.",East Asia & Pacific,2002,66.64829268, .. 
"Korea, Rep.",East Asia & Pacific,2002,76.83902439,12783
Kuwait,Middle East & North Africa,2002,73.45312195,17789
Kyrgyz Republic,Europe & Central Asia,2002,68.15609756,322
Lao PDR,East Asia & Pacific,2002,60.02182927,320
Latvia,Europe & Central Asia,2002,70.96097561,4132
Lebanon,Middle East & North Africa,2002,75.41465854,5437
Lesotho,Sub-Saharan Africa,2002,44.5434878,408
Liberia,Sub-Saharan Africa,2002,52.81080488,177
Libya,Middle East & North Africa,2002,70.88553659,3705
Liechtenstein,Europe & Central Asia,2002,79.63658537,79036
Lithuania,Europe & Central Asia,2002,71.76097561,4147
Luxembourg,Europe & Central Asia,2002,77.96585366,52931
"Macao SAR, China",East Asia & Pacific,2002,78.04197561,16313
"Macedonia, FYR",Europe & Central Asia,2002,73.64734146,1961
Madagascar,Sub-Saharan Africa,2002,59.69917073,262
Malawi,Sub-Saharan Africa,2002,45.04912195,291
Malaysia,East Asia & Pacific,2002,73.20382927,4167
Maldives,South Asia,2002,71.92919512,3020
Mali,Sub-Saharan Africa,2002,50.09636585,334
Malta,Middle East & North Africa,2002,78.73902439,11844
Marshall Islands,East Asia & Pacific,2002,..,2391
Mauritania,Sub-Saharan Africa,2002,60.20443902,461
Mauritius,Sub-Saharan Africa,2002,71.96585366,3958
Mexico,Latin America & Caribbean,2002,74.74470732,7106
"Micronesia, Fed. Sts.",East Asia & Pacific,2002,67.50373171,2258
Moldova,Europe & Central Asia,2002,67.23639024,459
Monaco,Europe & Central Asia,2002,..,89061
Mongolia,East Asia & Pacific,2002,63.84182927,572
Montenegro,Europe & Central Asia,2002,73.23904878,2106
Morocco,Middle East & North Africa,2002,69.25641463,1414
Mozambique,Sub-Saharan Africa,2002,49.43607317,263
Myanmar,East Asia & Pacific,2002,62.70731707,144
Namibia,Sub-Saharan Africa,2002,54.10509756,1713
Nepal,South Asia,2002,63.68680488,246
Netherlands,Europe & Central Asia,2002,78.29268293,28817
New Caledonia,East Asia & Pacific,2002,75.10243902, .. 
New Zealand,East Asia & Pacific,2002,78.84634146,16874
Nicaragua,Latin America & Caribbean,2002,70.58587805,1010
Niger,Sub-Saharan Africa,2002,52.02139024,178
Nigeria,Sub-Saharan Africa,2002,47.21973171,459
Northern Mariana Islands,East Asia & Pacific,2002,..,18673
Norway,Europe & Central Asia,2002,78.98780488,43061
Oman,Middle East & North Africa,2002,73.21331707,8629
Pakistan,South Asia,2002,63.2407561,500
Palau,East Asia & Pacific,2002,..,8353
Panama,Latin America & Caribbean,2002,75.46268293,4126
Papua New Guinea,East Asia & Pacific,2002,59.50139024,512
Paraguay,Latin America & Caribbean,2002,70.59743902,1148
Peru,Latin America & Caribbean,2002,71.38387805,2059
Philippines,East Asia & Pacific,2002,66.92165854,1000
Poland,Europe & Central Asia,2002,74.49756098,5197
Portugal,Europe & Central Asia,2002,77.06585366,12882
Puerto Rico,Latin America & Caribbean,2002,77.7604878,18973
Qatar,Middle East & North Africa,2002,76.71331707,29991
Russian Federation,Europe & Central Asia,2002,65.12878049,2375
Rwanda,Sub-Saharan Africa,2002,50.60480488,197
Samoa,East Asia & Pacific,2002,70.12841463,1631
San Marino,Europe & Central Asia,2002,81.1195122,31292
Sao Tome and Principe,Sub-Saharan Africa,2002,63.70185366,556
Saudi Arabia,Middle East & North Africa,2002,72.87146341,8655
Senegal,Sub-Saharan Africa,2002,58.59617073,513
Serbia,Europe & Central Asia,2002,72.28536585,2150
Seychelles,Sub-Saharan Africa,2002,72.95365854,8331
Sierra Leone,Sub-Saharan Africa,2002,40.64290244,250
Singapore,East Asia & Pacific,2002,78.55121951,22017
Slovak Republic,Europe & Central Asia,2002,73.60487805,6525
Slovenia,Europe & Central Asia,2002,76.00731707,11814
Solomon Islands,East Asia & Pacific,2002,64.06236585,785
Somalia,Sub-Saharan Africa,2002,51.50185366, .. 
South Africa,Sub-Saharan Africa,2002,53.44119512,2518
South Sudan,Sub-Saharan Africa,2002,49.9932439, .. 
Spain,Europe & Central Asia,2002,79.56829268,17020
Sri Lanka,South Asia,2002,72.61014634,873
St. Kitts and Nevis,Latin America & Caribbean,2002,71.33658537,10358
St. Lucia,Latin America & Caribbean,2002,71.92485366,4684
St. Vincent and the Grenadines,Latin America & Caribbean,2002,70.71814634,4271
Sudan,Sub-Saharan Africa,2002,58.67556098,412
Suriname,Latin America & Caribbean,2002,68.14397561,2233
Swaziland,Sub-Saharan Africa,2002,46.52331707,1325
Sweden,Europe & Central Asia,2002,79.84634146,29572
Switzerland,Europe & Central Asia,2002,80.38536585,41337
Syrian Arab Republic,Middle East & North Africa,2002,73.36063415,1263
Tajikistan,Europe & Central Asia,2002,64.51090244,189
Tanzania,Sub-Saharan Africa,2002,52.22980488,308
Thailand,East Asia & Pacific,2002,71.1182439,2096
Togo,Sub-Saharan Africa,2002,53.6732439,281
Tonga,East Asia & Pacific,2002,71.03668293,1842
Trinidad and Tobago,Latin America & Caribbean,2002,68.71043902,7050
Tunisia,Middle East & North Africa,2002,73.73514634,2346
Turkey,Europe & Central Asia,2002,71.08197561,3660
Turkmenistan,Europe & Central Asia,2002,64.13760976,968
Turks and Caicos Islands,Latin America & Caribbean,2002,.., .. 
Tuvalu,East Asia & Pacific,2002,..,1604
Uganda,Sub-Saharan Africa,2002,48.47558537,240
Ukraine,Europe & Central Asia,2002,68.27560976,879
United Arab Emirates,Middle East & North Africa,2002,74.96826829,31311
United Kingdom,Europe & Central Asia,2002,78.14390244,29603
United States,North America,2002,76.93658537,38166
Uruguay,Latin America & Caribbean,2002,75.09556098,4089
Uzbekistan,Europe & Central Asia,2002,67.10836585,383
Vanuatu,East Asia & Pacific,2002,68.29995122,1354
"Venezuela, RB",Latin America & Caribbean,2002,72.77526829,3656
Vietnam,East Asia & Pacific,2002,73.57656098,477
Virgin Islands (U.S.),Latin America & Caribbean,2002,78.02439024,30210
West Bank and Gaza,Middle East & North Africa,2002,71.06997561,1156
"Yemen, Rep.",Middle East & North Africa,2002,60.888,565
Zambia,Sub-Saharan Africa,2002,45.30665854,377
Zimbabwe,Sub-Saharan Africa,2002,40.67914634,507
Afghanistan,South Asia,2003,56.23529268,199
Albania,Europe & Central Asia,2003,75.52329268,1891
Algeria,Middle East & North Africa,2003,71.421,2094
American Samoa,East Asia & Pacific,2003,..,8915
Angola,Sub-Saharan Africa,2003,47.39317073,779
Antigua and Barbuda,Latin America & Caribbean,2003,74.02178049,9740
Argentina,Latin America & Caribbean,2003,74.34126829,3330
Armenia,Europe & Central Asia,2003,72.60958537,930
Aruba,Latin America & Caribbean,2003,73.96856098,20835
Australia,East Asia & Pacific,2003,80.23902439,23465
Austria,Europe & Central Asia,2003,78.63170732,32103
Azerbaijan,Europe & Central Asia,2003,68.00368293,884
"Bahamas, The",Latin America & Caribbean,2003,73.12729268,22009
Bahrain,Middle East & North Africa,2003,75.11770732,14222
Bangladesh,South Asia,2003,67.00014634,433
Barbados,Latin America & Caribbean,2003,73.70717073,12029
Belarus,Europe & Central Asia,2003,68.55365854,1820
Belgium,Europe & Central Asia,2003,78.12926829,30744
Belize,Latin America & Caribbean,2003,68.69712195,3680
Benin,Sub-Saharan Africa,2003,56.20807317,519
Bermuda,North America,2003,78.33414634,66112
Bhutan,South Asia,2003,63.303,998
Bolivia,Latin America & Caribbean,2003,62.39897561,917
Bosnia and Herzegovina,Europe & Central Asia,2003,74.82436585,2215
Botswana,Sub-Saharan Africa,2003,50.5245122,4163
Brazil,Latin America & Caribbean,2003,71.20187805,3060
Brunei Darussalam,East Asia & Pacific,2003,75.84617073,18556
Bulgaria,Europe & Central Asia,2003,72.06585366,2710
Burkina Faso,Sub-Saharan Africa,2003,52.00807317,332
Burundi,Sub-Saharan Africa,2003,52.14531707,113
Cabo Verde,Sub-Saharan Africa,2003,70.81326829,1769
Cambodia,East Asia & Pacific,2003,61.13758537,362
Cameroon,Sub-Saharan Africa,2003,51.63904878,825
Canada,North America,2003,79.83902439,28172
Cayman Islands,Latin America & Caribbean,2003,.., .. 
Central African Republic,Sub-Saharan Africa,2003,44.27780488,286
Chad,Sub-Saharan Africa,2003,47.68185366,293
Channel Islands,Europe & Central Asia,2003,78.33982927,48226
Chile,Latin America & Caribbean,2003,77.93297561,4788
China,East Asia & Pacific,2003,73.03312195,1289
Colombia,Latin America & Caribbean,2003,71.77690244,2246
Comoros,Sub-Saharan Africa,2003,59.72080488,545
"Congo, Rep.",Sub-Saharan Africa,2003,51.79421951,998
Costa Rica,Latin America & Caribbean,2003,77.84046341,4168
Cote d'Ivoire,Sub-Saharan Africa,2003,46.93297561,866
Croatia,Europe & Central Asia,2003,74.61390244,7806
Cuba,Latin America & Caribbean,2003,77.36395122,3193
Cyprus,Europe & Central Asia,2003,78.34585366,20293
Czech Republic,Europe & Central Asia,2003,75.17073171,9741
Denmark,Europe & Central Asia,2003,77.14390244,40459
Djibouti,Middle East & North Africa,2003,57.41121951,820
Dominica,Latin America & Caribbean,2003,..,4995
Dominican Republic,Latin America & Caribbean,2003,71.26682927,2373
Ecuador,Latin America & Caribbean,2003,73.72780488,2440
"Egypt, Arab Rep.",Middle East & North Africa,2003,69.10943902,1121
El Salvador,Latin America & Caribbean,2003,69.58953659,2520
Equatorial Guinea,Sub-Saharan Africa,2003,52.98968293,3577
Eritrea,Sub-Saharan Africa,2003,57.60268293,233
Estonia,Europe & Central Asia,2003,71.31707317,7174
Ethiopia,Sub-Saharan Africa,2003,54.21921951,119
Faroe Islands,Europe & Central Asia,2003,78.94390244,30993
Fiji,East Asia & Pacific,2003,68.14314634,2836
Finland,Europe & Central Asia,2003,78.36829268,32816
France,Europe & Central Asia,2003,79.11463415,29691
French Polynesia,East Asia & Pacific,2003,73.51056098, .. 
Gabon,Sub-Saharan Africa,2003,59.01907317,4892
"Gambia, The",Sub-Saharan Africa,2003,57.0422439,360
Georgia,Europe & Central Asia,2003,72.4902439,928
Germany,Europe & Central Asia,2003,78.3804878,30360
Ghana,Sub-Saharan Africa,2003,57.78517073,373
Greece,Europe & Central Asia,2003,78.84146341,18478
Greenland,Europe & Central Asia,2003,68.43536585,24802
Grenada,Latin America & Caribbean,2003,70.91602439,5773
Guam,East Asia & Pacific,2003,76.13126829,22573
Guatemala,Latin America & Caribbean,2003,69.04119512,1753
Guinea,Sub-Saharan Africa,2003,51.63514634,370
Guinea-Bissau,Sub-Saharan Africa,2003,51.93678049,361
Guyana,Latin America & Caribbean,2003,65.3577561,987
Haiti,Latin America & Caribbean,2003,58.4952439,330
Honduras,Latin America & Caribbean,2003,71.10295122,1157
"Hong Kong SAR, China",East Asia & Pacific,2003,81.32926829,23977
Hungary,Europe & Central Asia,2003,72.3,8396
Iceland,Europe & Central Asia,2003,80.96341463,39044
India,South Asia,2003,63.77453659,541
Indonesia,East Asia & Pacific,2003,66.78880488,1065
"Iran, Islamic Rep.",Middle East & North Africa,2003,71.25385366,2231
Iraq,Middle East & North Africa,2003,68.75731707, .. 
Ireland,Europe & Central Asia,2003,78.13902439,41107
Israel,Middle East & North Africa,2003,79.64878049,18947
Italy,Europe & Central Asia,2003,79.98292683,27387
Jamaica,Latin America & Caribbean,2003,72.90292683,3465
Japan,East Asia & Pacific,2003,81.76,34808
Jordan,Middle East & North Africa,2003,72.30460976,1889
Kazakhstan,Europe & Central Asia,2003,65.86585366,2068
Kenya,Sub-Saharan Africa,2003,51.74870732,437
Kiribati,East Asia & Pacific,2003,64.52714634,1015
"Korea, Dem. People’s Rep.",East Asia & Pacific,2003,67.35473171, .. 
"Korea, Rep.",East Asia & Pacific,2003,77.2502439,14209
Kuwait,Middle East & North Africa,2003,73.51807317,22072
Kyrgyz Republic,Europe & Central Asia,2003,68.25609756,381
Lao PDR,East Asia & Pacific,2003,60.59639024,363
Latvia,Europe & Central Asia,2003,71.26585366,5135
Lebanon,Middle East & North Africa,2003,75.90331707,5426
Lesotho,Sub-Saharan Africa,2003,43.8247561,604
Liberia,Sub-Saharan Africa,2003,53.32865854,133
Libya,Middle East & North Africa,2003,71.07434146,4677
Liechtenstein,Europe & Central Asia,2003,79.96097561,89470
Lithuania,Europe & Central Asia,2003,72.06097561,5506
Luxembourg,Europe & Central Asia,2003,77.72682927,65446
"Macao SAR, China",East Asia & Pacific,2003,78.24629268,17810
"Macedonia, FYR",Europe & Central Asia,2003,73.8155122,2409
Madagascar,Sub-Saharan Africa,2003,60.2355122,317
Malawi,Sub-Saharan Africa,2003,45.88031707,260
Malaysia,East Asia & Pacific,2003,73.34929268,4464
Maldives,South Asia,2003,72.80734146,3432
Mali,Sub-Saharan Africa,2003,50.85980488,392
Malta,Middle East & North Africa,2003,78.54634146,13690
Marshall Islands,East Asia & Pacific,2003,..,2435
Mauritania,Sub-Saharan Africa,2003,60.32543902,529
Mauritius,Sub-Saharan Africa,2003,72.12130081,4623
Mexico,Latin America & Caribbean,2003,74.9375122,6752
"Micronesia, Fed. Sts.",East Asia & Pacific,2003,67.63514634,2294
Moldova,Europe & Central Asia,2003,67.38739024,548
Monaco,Europe & Central Asia,2003,..,108978
Mongolia,East Asia & Pacific,2003,64.29626829,646
Montenegro,Europe & Central Asia,2003,73.32117073,2789
Morocco,Middle East & North Africa,2003,69.64536585,1722
Mozambique,Sub-Saharan Africa,2003,49.81158537,284
Myanmar,East Asia & Pacific,2003,63.00207317,220
Namibia,Sub-Saharan Africa,2003,54.27897561,2482
Nepal,South Asia,2003,64.32043902,254
Netherlands,Europe & Central Asia,2003,78.49268293,35245
New Caledonia,East Asia & Pacific,2003,75.27073171, .. 
New Zealand,East Asia & Pacific,2003,79.14634146,21914
Nicaragua,Latin America & Caribbean,2003,71.025,1016
Niger,Sub-Saharan Africa,2003,52.65456098,216
Nigeria,Sub-Saharan Africa,2003,47.63773171,513
Northern Mariana Islands,East Asia & Pacific,2003,..,18377
Norway,Europe & Central Asia,2003,79.3902439,50112
Oman,Middle East & North Africa,2003,73.62441463,9070
Pakistan,South Asia,2003,63.45834146,564
Palau,East Asia & Pacific,2003,..,8117
Panama,Latin America & Caribbean,2003,75.63531707,4267
Papua New Guinea,East Asia & Pacific,2003,59.87978049,588
Paraguay,Latin America & Caribbean,2003,70.84239024,1175
Peru,Latin America & Caribbean,2003,71.7764878,2180
Philippines,East Asia & Pacific,2003,67.03892683,1011
Poland,Europe & Central Asia,2003,74.59756098,5694
Portugal,Europe & Central Asia,2003,77.2195122,15773
Puerto Rico,Latin America & Caribbean,2003,78.07121951,19820
Qatar,Middle East & North Africa,2003,76.81468293,34177
Russian Federation,Europe & Central Asia,2003,65.04780488,2975
Rwanda,Sub-Saharan Africa,2003,51.81207317,213
Samoa,East Asia & Pacific,2003,70.42626829,1907
San Marino,Europe & Central Asia,2003,81.2195122,39411
Sao Tome and Principe,Sub-Saharan Africa,2003,63.96512195,649
Saudi Arabia,Middle East & North Africa,2003,72.99460976,9567
Senegal,Sub-Saharan Africa,2003,59.12768293,643
Serbia,Europe & Central Asia,2003,72.43658537,2832
Seychelles,Sub-Saharan Africa,2003,71.02926829,8525
Sierra Leone,Sub-Saharan Africa,2003,41.64912195,264
Singapore,East Asia & Pacific,2003,79.03902439,23574
Slovak Republic,Europe & Central Asia,2003,73.60487805,8697
Slovenia,Europe & Central Asia,2003,76.85853659,14880
Solomon Islands,East Asia & Pacific,2003,64.61409756,745
Somalia,Sub-Saharan Africa,2003,51.77190244, .. 
South Africa,Sub-Saharan Africa,2003,52.5237561,3776
South Sudan,Sub-Saharan Africa,2003,50.37409756, .. 
Spain,Europe & Central Asia,2003,79.6195122,21496
Sri Lanka,South Asia,2003,73.22231707,989
St. Kitts and Nevis,Latin America & Caribbean,2003,..,9848
St. Lucia,Latin America & Caribbean,2003,72.25473171,5118
St. Vincent and the Grenadines,Latin America & Caribbean,2003,70.84914634,4447
Sudan,Sub-Saharan Africa,2003,59.0502439,478
Suriname,Latin America & Caribbean,2003,68.32963415,2603
Swaziland,Sub-Saharan Africa,2003,45.95809756,2021
Sweden,Europe & Central Asia,2003,80.09512195,36961
Switzerland,Europe & Central Asia,2003,80.53658537,47961
Syrian Arab Republic,Middle East & North Africa,2003,73.73136585,1253
Tajikistan,Europe & Central Asia,2003,65.002,236
Tanzania,Sub-Saharan Africa,2003,53.28417073,323
Thailand,East Asia & Pacific,2003,71.43392683,2359
Togo,Sub-Saharan Africa,2003,53.88712195,310
Tonga,East Asia & Pacific,2003,71.17543902,2030
Trinidad and Tobago,Latin America & Caribbean,2003,68.78426829,8805
Tunisia,Middle East & North Africa,2003,73.94556098,2762
Turkey,Europe & Central Asia,2003,71.57419512,4719
Turkmenistan,Europe & Central Asia,2003,64.24039024,1284
Turks and Caicos Islands,Latin America & Caribbean,2003,.., .. 
Tuvalu,East Asia & Pacific,2003,..,1867
Uganda,Sub-Saharan Africa,2003,49.58780488,238
Ukraine,Europe & Central Asia,2003,68.21073171,1049
United Arab Emirates,Middle East & North Africa,2003,75.21721951,33231
United Kingdom,Europe & Central Asia,2003,78.44634146,34008
United States,North America,2003,77.03658537,39677
Uruguay,Latin America & Caribbean,2003,75.2845122,3622
Uzbekistan,Europe & Central Asia,2003,67.18660976,396
Vanuatu,East Asia & Pacific,2003,68.65170732,1581
"Venezuela, RB",Latin America & Caribbean,2003,72.94456098,3233
Vietnam,East Asia & Pacific,2003,73.77253659,531
Virgin Islands (U.S.),Latin America & Caribbean,2003,78.17317073,31947
West Bank and Gaza,Middle East & North Africa,2003,71.20753659,1258
"Yemen, Rep.",Middle East & North Africa,2003,61.09182927,605
Zambia,Sub-Saharan Africa,2003,46.53863415,429
Zimbabwe,Sub-Saharan Africa,2003,40.7024878,453
Afghanistan,South Asia,2004,56.62631707,219
Albania,Europe & Central Asia,2004,75.83121951,2417
Algeria,Middle East & North Africa,2004,71.81626829,2599
American Samoa,East Asia & Pacific,2004,..,8639
Angola,Sub-Saharan Africa,2004,48.0035122,1041
Antigua and Barbuda,Latin America & Caribbean,2004,74.22614634,10353
Argentina,Latin America & Caribbean,2004,74.51878049,4252
Armenia,Europe & Central Asia,2004,72.9737561,1192
Aruba,Latin America & Caribbean,2004,74.09085366,22568
Australia,East Asia & Pacific,2004,80.4902439,30472
Austria,Europe & Central Asia,2004,79.1804878,36693
Azerbaijan,Europe & Central Asia,2004,68.47019512,1045
"Bahamas, The",Latin America & Caribbean,2004,73.39465854,21996
Bahrain,Middle East & North Africa,2004,75.27321951,15846
Bangladesh,South Asia,2004,67.49719512,461
Barbados,Latin America & Caribbean,2004,73.86802439,12869
Belarus,Europe & Central Asia,2004,68.95609756,2378
Belgium,Europe & Central Asia,2004,78.87804878,35590
Belize,Latin America & Caribbean,2004,68.88482927,3832
Benin,Sub-Saharan Africa,2004,56.63317073,583
Bermuda,North America,2004,78.48536585,70359
Bhutan,South Asia,2004,64.13617073,1097
Bolivia,Latin America & Caribbean,2004,62.96863415,978
Bosnia and Herzegovina,Europe & Central Asia,2004,74.9594878,2651
Botswana,Sub-Saharan Africa,2004,52.35631707,4897
Brazil,Latin America & Caribbean,2004,71.532,3623
Brunei Darussalam,East Asia & Pacific,2004,76.02412195,21897
Bulgaria,Europe & Central Asia,2004,72.56341463,3382
Burkina Faso,Sub-Saharan Africa,2004,52.76778049,371
Burundi,Sub-Saharan Africa,2004,52.39639024,127
Cabo Verde,Sub-Saharan Africa,2004,71.17639024,1976
Cambodia,East Asia & Pacific,2004,62.07360976,409
Cameroon,Sub-Saharan Africa,2004,51.7164878,930
Canada,North America,2004,80.14146341,31980
Cayman Islands,Latin America & Caribbean,2004,.., .. 
Central African Republic,Sub-Saharan Africa,2004,44.43968293,313
Chad,Sub-Saharan Africa,2004,47.79582927,455
Channel Islands,Europe & Central Asia,2004,78.62531707,55844
Chile,Latin America & Caribbean,2004,78.28939024,6211
China,East Asia & Pacific,2004,73.41995122,1509
Colombia,Latin America & Caribbean,2004,72.02495122,2740
Comoros,Sub-Saharan Africa,2004,59.8887561,616
"Congo, Rep.",Sub-Saharan Africa,2004,52.598,1289
Costa Rica,Latin America & Caribbean,2004,77.96536585,4426
Cote d'Ivoire,Sub-Saharan Africa,2004,47.29653659,920
Croatia,Europe & Central Asia,2004,75.5202439,9366
Cuba,Latin America & Caribbean,2004,77.64468293,3391
Cyprus,Europe & Central Asia,2004,78.4657561,23932
Czech Republic,Europe & Central Asia,2004,75.72195122,11668
Denmark,Europe & Central Asia,2004,77.49268293,46512
Djibouti,Middle East & North Africa,2004,57.66363415,864
Dominica,Latin America & Caribbean,2004,..,5325
Dominican Republic,Latin America & Caribbean,2004,71.48353659,2421
Ecuador,Latin America & Caribbean,2004,73.94231707,2709
"Egypt, Arab Rep.",Middle East & North Africa,2004,69.26578049,1046
El Salvador,Latin America & Caribbean,2004,69.88273171,2633
Equatorial Guinea,Sub-Saharan Africa,2004,53.31578049,6085
Eritrea,Sub-Saharan Africa,2004,58.09282927,287
Estonia,Europe & Central Asia,2004,71.9097561,8850
Ethiopia,Sub-Saharan Africa,2004,55.18982927,136
Faroe Islands,Europe & Central Asia,2004,79.14146341,34979
Fiji,East Asia & Pacific,2004,68.31768293,3333
Finland,Europe & Central Asia,2004,78.71463415,37636
France,Europe & Central Asia,2004,80.16341463,33875
French Polynesia,East Asia & Pacific,2004,73.87031707, .. 
Gabon,Sub-Saharan Africa,2004,59.17378049,5686
"Gambia, The",Sub-Saharan Africa,2004,57.48709756,414
Georgia,Europe & Central Asia,2004,72.75029268,1207
Germany,Europe & Central Asia,2004,78.6804878,34166
Ghana,Sub-Saharan Africa,2004,58.22236585,423
Greece,Europe & Central Asia,2004,79.03902439,21955
Greenland,Europe & Central Asia,2004,68.80682927,28498
Grenada,Latin America & Caribbean,2004,71.14280488,5836
Guam,East Asia & Pacific,2004,76.44768293,24396
Guatemala,Latin America & Caribbean,2004,69.36690244,1873
Guinea,Sub-Saharan Africa,2004,52.04107317,386
Guinea-Bissau,Sub-Saharan Africa,2004,52.12604878,393
Guyana,Latin America & Caribbean,2004,65.47365854,1046
Haiti,Latin America & Caribbean,2004,58.82092683,388
Honduras,Latin America & Caribbean,2004,71.29282927,1218
"Hong Kong SAR, China",East Asia & Pacific,2004,81.7804878,24928
Hungary,Europe & Central Asia,2004,72.64878049,10260
Iceland,Europe & Central Asia,2004,80.99756098,46917
India,South Asia,2004,64.14780488,621
Indonesia,East Asia & Pacific,2004,66.97487805,1149
"Iran, Islamic Rep.",Middle East & North Africa,2004,71.59363415,2639
Iraq,Middle East & North Africa,2004,68.56012195,1392
Ireland,Europe & Central Asia,2004,78.53902439,47631
Israel,Middle East & North Africa,2004,80.14634146,19888
Italy,Europe & Central Asia,2004,80.7804878,31175
Jamaica,Latin America & Caribbean,2004,73.15560976,3720
Japan,East Asia & Pacific,2004,82.0302439,37689
Jordan,Middle East & North Africa,2004,72.4737561,2061
Kazakhstan,Europe & Central Asia,2004,65.88780488,2874
Kenya,Sub-Saharan Africa,2004,52.5522439,459
Kiribati,East Asia & Pacific,2004,64.66529268,1131
"Korea, Dem. People’s Rep.",East Asia & Pacific,2004,67.85982927, .. 
"Korea, Rep.",East Asia & Pacific,2004,77.84658537,15908
Kuwait,Middle East & North Africa,2004,73.583,26921
Kyrgyz Republic,Europe & Central Asia,2004,68.15365854,433
Lao PDR,East Asia & Pacific,2004,61.16943902,418
Latvia,Europe & Central Asia,2004,72.02682927,6351
Lebanon,Middle East & North Africa,2004,76.38012195,5424
Lesotho,Sub-Saharan Africa,2004,43.53346341,782
Liberia,Sub-Saharan Africa,2004,54.0962439,149
Libya,Middle East & North Africa,2004,71.27680488,5806
Liechtenstein,Europe & Central Asia,2004,81.77073171,99849
Lithuania,Europe & Central Asia,2004,71.96097561,6707
Luxembourg,Europe & Central Asia,2004,79.12195122,75716
"Macao SAR, China",East Asia & Pacific,2004,78.44812195,22453
"Macedonia, FYR",Europe & Central Asia,2004,73.9607561,2763
Madagascar,Sub-Saharan Africa,2004,60.72870732,245
Malawi,Sub-Saharan Africa,2004,46.95734146,274
Malaysia,East Asia & Pacific,2004,73.48121951,4955
Maldives,South Asia,2004,73.61758537,3853
Mali,Sub-Saharan Africa,2004,51.70107317,439
Malta,Middle East & North Africa,2004,79.25365854,15109
Marshall Islands,East Asia & Pacific,2004,..,2518
Mauritania,Sub-Saharan Africa,2004,60.47509756,603
Mauritius,Sub-Saharan Africa,2004,72.27674797,5230
Mexico,Latin America & Caribbean,2004,75.1154878,7199
"Micronesia, Fed. Sts.",East Asia & Pacific,2004,67.77602439,2248
Moldova,Europe & Central Asia,2004,67.5245122,721
Monaco,Europe & Central Asia,2004,..,123382
Mongolia,East Asia & Pacific,2004,64.73495122,798
Montenegro,Europe & Central Asia,2004,73.43378049,3380
Morocco,Middle East & North Africa,2004,70.03882927,1949
Mozambique,Sub-Saharan Africa,2004,50.20963415,336
Myanmar,East Asia & Pacific,2004,63.28321951,220
Namibia,Sub-Saharan Africa,2004,54.92346341,3288
Nepal,South Asia,2004,64.92258537,287
Netherlands,Europe & Central Asia,2004,79.09512195,39955
New Caledonia,East Asia & Pacific,2004,75.51463415, .. 
New Zealand,East Asia & Pacific,2004,79.54878049,25420
Nicaragua,Latin America & Caribbean,2004,71.44290244,1092
Niger,Sub-Saharan Africa,2004,53.28243902,233
Nigeria,Sub-Saharan Africa,2004,48.12565854,649
Northern Mariana Islands,East Asia & Pacific,2004,..,18427
Norway,Europe & Central Asia,2004,79.84146341,57570
Oman,Middle East & North Africa,2004,74.023,10129
Pakistan,South Asia,2004,63.66746341,650
Palau,East Asia & Pacific,2004,..,8852
Panama,Latin America & Caribbean,2004,75.8037561,4592
Papua New Guinea,East Asia & Pacific,2004,60.265,637
Paraguay,Latin America & Caribbean,2004,71.07117073,1409
Peru,Latin America & Caribbean,2004,72.13619512,2448
Philippines,East Asia & Pacific,2004,67.15419512,1079
Poland,Europe & Central Asia,2004,74.84634146,6681
Portugal,Europe & Central Asia,2004,77.67073171,18046
Puerto Rico,Latin America & Caribbean,2004,78.17585366,20989
Qatar,Middle East & North Africa,2004,76.91607317,41818
Russian Federation,Europe & Central Asia,2004,65.47097561,4102
Rwanda,Sub-Saharan Africa,2004,53.19763415,237
Samoa,East Asia & Pacific,2004,70.71460976,2351
San Marino,Europe & Central Asia,2004,81.72195122,45637
Sao Tome and Principe,Sub-Saharan Africa,2004,64.26129268,693
Saudi Arabia,Middle East & North Africa,2004,73.09346341,11139
Senegal,Sub-Saharan Africa,2004,59.7185122,733
Serbia,Europe & Central Asia,2004,72.68292683,3331
Seychelles,Sub-Saharan Africa,2004,72.6097561,10177
Sierra Leone,Sub-Saharan Africa,2004,42.63919512,263
Singapore,East Asia & Pacific,2004,79.4902439,27405
Slovak Republic,Europe & Central Asia,2004,73.95853659,10655
Slovenia,Europe & Central Asia,2004,77.20731707,17261
Solomon Islands,East Asia & Pacific,2004,65.11287805,818
Somalia,Sub-Saharan Africa,2004,52.05290244, .. 
South Africa,Sub-Saharan Africa,2004,51.8737561,4864
South Sudan,Sub-Saharan Africa,2004,50.76241463, .. 
